order_item_id,order_id,product_id,quantity,unit_price,line_total,customer_id,order_datetime,payment_method,order_status,discount_code,discount_pct,discount_amount,shipping_fee,gross_amount,net_revenue,is_rto,product_name,collection,category,price,unit_cost,signup_date,city,acquisition_channel,age_group
605,410,1,1,999.0,999.0,349,2026-03-20 08:32:00,Prepaid,Delivered,NONE,0,0.0,0,3198.0,3198.0,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-03-20,Mumbai,Organic/Direct,18-22
606,410,10,1,2199.0,2199.0,349,2026-03-20 08:32:00,Prepaid,Delivered,NONE,0,0.0,0,3198.0,3198.0,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-03-20,Mumbai,Organic/Direct,18-22
607,411,4,2,1199.0,2398.0,154,2026-03-20 11:31:00,COD,Delivered,NONE,0,0.0,0,2398.0,2398.0,0,Acid Wash Tee,Noir,Tee,1199,576.0,2025-12-15,Lucknow,Instagram Ads,23-27
608,412,12,1,3499.0,3499.0,159,2026-03-20 13:53:00,COD,Delivered,FESTIVE20,20,1179.4,0,5897.0,4717.6,0,Full Fit Combo,Noir,Combo,3499,1715.0,2025-12-18,Nagpur,Instagram Ads,23-27
609,412,5,1,1099.0,1099.0,159,2026-03-20 13:53:00,COD,Delivered,FESTIVE20,20,1179.4,0,5897.0,4717.6,0,Men's Polo,Blanc,Polo,1099,550.0,2025-12-18,Nagpur,Instagram Ads,23-27
610,412,3,1,1299.0,1299.0,159,2026-03-20 13:53:00,COD,Delivered,FESTIVE20,20,1179.4,0,5897.0,4717.6,0,Terry Oversized Tee,Noir,Tee,1299,650.0,2025-12-18,Nagpur,Instagram Ads,23-27
611,413,1,1,999.0,999.0,350,2026-03-23 22:46:00,COD,Delivered,LAUNCH15,15,149.85,49,999.0,898.15,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-03-23,Mumbai,Organic/Direct,18-22
612,414,12,1,3499.0,3499.0,351,2026-03-23 19:34:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0,0,Full Fit Combo,Noir,Combo,3499,1715.0,2026-03-23,Indore,Instagram Ads,23-27
613,415,6,1,1599.0,1599.0,46,2026-03-25 12:45:00,COD,RTO,NONE,0,0.0,0,1599.0,1599.0,1,Oversized Shirt,Noir,Shirt,1599,752.0,2025-10-17,Pune,Referral,28-34
614,416,2,2,999.0,1998.0,352,2026-03-26 12:27:00,COD,Delivered,NONE,0,0.0,0,6496.0,6496.0,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2026-03-26,Nashik,Organic/Direct,23-27
615,416,1,1,999.0,999.0,352,2026-03-26 12:27:00,COD,Delivered,NONE,0,0.0,0,6496.0,6496.0,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-03-26,Nashik,Organic/Direct,23-27
616,416,12,1,3499.0,3499.0,352,2026-03-26 12:27:00,COD,Delivered,NONE,0,0.0,0,6496.0,6496.0,0,Full Fit Combo,Noir,Combo,3499,1715.0,2026-03-26,Nashik,Organic/Direct,23-27
617,417,12,1,3499.0,3499.0,353,2026-03-26 11:18:00,COD,Delivered,REF10,10,349.9,0,3499.0,3149.1,0,Full Fit Combo,Noir,Combo,3499,1715.0,2026-03-26,Indore,Instagram Ads,35+
618,418,8,1,699.0,699.0,217,2026-03-26 12:05:00,COD,Delivered,FESTIVE20,20,139.8,49,699.0,608.2,0,Baseball Cap,Blanc,Accessory,699,384.0,2026-01-05,Nagpur,Google Ads,23-27
619,419,8,1,699.0,699.0,292,2026-03-27 09:02:00,COD,RTO,LAUNCH15,15,104.85,49,699.0,643.15,1,Baseball Cap,Blanc,Accessory,699,384.0,2026-02-14,Mumbai,Organic/Direct,35+
620,420,12,1,3499.0,3499.0,354,2026-03-28 18:06:00,COD,RTO,NONE,0,0.0,0,4198.0,4198.0,1,Full Fit Combo,Noir,Combo,3499,1715.0,2026-03-28,Nashik,Organic/Direct,28-34
621,420,8,1,699.0,699.0,354,2026-03-28 18:06:00,COD,RTO,NONE,0,0.0,0,4198.0,4198.0,1,Baseball Cap,Blanc,Accessory,699,384.0,2026-03-28,Nashik,Organic/Direct,28-34
622,421,5,2,1099.0,2198.0,355,2026-03-28 13:52:00,COD,Delivered,WELCOME10,10,219.8,0,2198.0,1978.2,0,Men's Polo,Blanc,Polo,1099,550.0,2026-03-28,Nashik,Influencer,23-27
623,422,5,1,1099.0,1099.0,356,2026-03-29 23:53:00,COD,Delivered,NONE,0,0.0,49,1099.0,1148.0,0,Men's Polo,Blanc,Polo,1099,550.0,2026-03-29,Nagpur,Instagram Ads,18-22
624,423,1,1,999.0,999.0,357,2026-03-29 14:40:00,Prepaid,Delivered,NONE,0,0.0,0,999.0,999.0,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-03-29,Kolkata,Google Ads,18-22
625,424,1,1,999.0,999.0,358,2026-03-29 12:48:00,COD,Delivered,WELCOME10,10,99.9,49,999.0,948.1,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-03-29,Nagpur,Organic/Direct,23-27
626,425,1,1,999.0,999.0,359,2026-03-30 16:43:00,COD,Delivered,REF10,10,99.9,49,999.0,948.1,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-03-30,Nagpur,Instagram Ads,35+
627,426,9,1,999.0,999.0,360,2026-03-30 11:07:00,Prepaid,Delivered,NONE,0,0.0,0,999.0,999.0,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-03-30,Mumbai,Instagram Ads,23-27
628,427,10,1,2199.0,2199.0,361,2026-03-30 16:01:00,COD,Delivered,NONE,0,0.0,0,4197.0,4197.0,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-03-30,Mumbai,Instagram Ads,23-27
629,427,9,2,999.0,1998.0,361,2026-03-30 16:01:00,COD,Delivered,NONE,0,0.0,0,4197.0,4197.0,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-03-30,Mumbai,Instagram Ads,23-27
630,428,2,1,999.0,999.0,362,2026-03-31 10:56:00,COD,Delivered,NONE,0,0.0,0,2697.0,2697.0,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2026-03-31,Mumbai,Influencer,18-22
631,428,9,1,999.0,999.0,362,2026-03-31 10:56:00,COD,Delivered,NONE,0,0.0,0,2697.0,2697.0,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-03-31,Mumbai,Influencer,18-22
632,428,8,1,699.0,699.0,362,2026-03-31 10:56:00,COD,Delivered,NONE,0,0.0,0,2697.0,2697.0,0,Baseball Cap,Blanc,Accessory,699,384.0,2026-03-31,Mumbai,Influencer,18-22
633,429,2,1,999.0,999.0,363,2026-03-31 17:49:00,COD,Delivered,WELCOME10,10,319.8,0,3198.0,2878.2,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2026-03-31,Delhi,Influencer,18-22
634,429,10,1,2199.0,2199.0,363,2026-03-31 17:49:00,COD,Delivered,WELCOME10,10,319.8,0,3198.0,2878.2,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-03-31,Delhi,Influencer,18-22
635,430,9,1,999.0,999.0,364,2026-03-31 09:54:00,COD,Delivered,LAUNCH15,15,719.4,0,4796.0,4076.6,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-03-31,Mumbai,Google Ads,23-27
636,430,6,1,1599.0,1599.0,364,2026-03-31 09:54:00,COD,Delivered,LAUNCH15,15,719.4,0,4796.0,4076.6,0,Oversized Shirt,Noir,Shirt,1599,752.0,2026-03-31,Mumbai,Google Ads,23-27
637,430,5,2,1099.0,2198.0,364,2026-03-31 09:54:00,COD,Delivered,LAUNCH15,15,719.4,0,4796.0,4076.6,0,Men's Polo,Blanc,Polo,1099,550.0,2026-03-31,Mumbai,Google Ads,23-27
638,431,8,2,699.0,1398.0,365,2026-04-02 10:59:00,COD,Delivered,REF10,10,289.7,0,2897.0,2607.3,0,Baseball Cap,Blanc,Accessory,699,384.0,2026-04-02,Ahmedabad,Influencer,18-22
639,431,7,1,1499.0,1499.0,365,2026-04-02 10:59:00,COD,Delivered,REF10,10,289.7,0,2897.0,2607.3,0,Sweatpants,Noir,Bottoms,1499,735.0,2026-04-02,Ahmedabad,Influencer,18-22
640,432,1,2,999.0,1998.0,366,2026-04-02 11:57:00,COD,Delivered,NONE,0,0.0,0,1998.0,1998.0,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-04-02,Jaipur,Organic/Direct,18-22
641,433,1,2,999.0,1998.0,367,2026-04-03 14:31:00,COD,RTO,LAUNCH15,15,404.55,0,2697.0,2292.45,1,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-04-03,Mumbai,Instagram Ads,23-27
642,433,8,1,699.0,699.0,367,2026-04-03 14:31:00,COD,RTO,LAUNCH15,15,404.55,0,2697.0,2292.45,1,Baseball Cap,Blanc,Accessory,699,384.0,2026-04-03,Mumbai,Instagram Ads,23-27
643,434,10,1,2199.0,2199.0,28,2026-04-03 15:32:00,COD,Delivered,REF10,10,219.9,0,2199.0,1979.1,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2025-10-08,Nashik,Instagram Ads,23-27
644,435,4,2,1199.0,2398.0,368,2026-04-03 15:15:00,COD,Delivered,NONE,0,0.0,0,2398.0,2398.0,0,Acid Wash Tee,Noir,Tee,1199,576.0,2026-04-03,Nagpur,Referral,18-22
645,436,10,1,2199.0,2199.0,369,2026-04-04 23:12:00,COD,Delivered,NONE,0,0.0,0,2898.0,2898.0,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-04-04,Nagpur,Instagram Ads,23-27
646,436,8,1,699.0,699.0,369,2026-04-04 23:12:00,COD,Delivered,NONE,0,0.0,0,2898.0,2898.0,0,Baseball Cap,Blanc,Accessory,699,384.0,2026-04-04,Nagpur,Instagram Ads,23-27
647,437,1,1,999.0,999.0,370,2026-04-04 18:49:00,COD,Delivered,FESTIVE20,20,199.8,49,999.0,848.2,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-04-04,Lucknow,Influencer,28-34
648,438,4,2,1199.0,2398.0,371,2026-04-04 12:51:00,Prepaid,Delivered,NONE,0,0.0,0,2398.0,2398.0,0,Acid Wash Tee,Noir,Tee,1199,576.0,2026-04-04,Delhi,Influencer,28-34
649,439,7,2,1499.0,2998.0,254,2026-04-05 16:05:00,COD,Delivered,LAUNCH15,15,449.7,0,2998.0,2548.3,0,Sweatpants,Noir,Bottoms,1499,735.0,2026-01-23,Nagpur,Google Ads,18-22
650,440,2,1,999.0,999.0,372,2026-04-06 17:45:00,COD,Delivered,FESTIVE20,20,199.8,49,999.0,848.2,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2026-04-06,Mumbai,Google Ads,28-34
651,441,7,1,1499.0,1499.0,289,2026-04-07 16:24:00,COD,Delivered,NONE,0,0.0,0,4897.0,4897.0,0,Sweatpants,Noir,Bottoms,1499,735.0,2026-02-12,Ahmedabad,Instagram Ads,28-34
652,441,4,1,1199.0,1199.0,289,2026-04-07 16:24:00,COD,Delivered,NONE,0,0.0,0,4897.0,4897.0,0,Acid Wash Tee,Noir,Tee,1199,576.0,2026-02-12,Ahmedabad,Instagram Ads,28-34
653,441,10,1,2199.0,2199.0,289,2026-04-07 16:24:00,COD,Delivered,NONE,0,0.0,0,4897.0,4897.0,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-02-12,Ahmedabad,Instagram Ads,28-34
654,442,10,1,2199.0,2199.0,373,2026-04-08 16:52:00,COD,Delivered,REF10,10,449.7,0,4497.0,4047.3,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-04-08,Delhi,Organic/Direct,18-22
655,442,1,1,999.0,999.0,373,2026-04-08 16:52:00,COD,Delivered,REF10,10,449.7,0,4497.0,4047.3,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-04-08,Delhi,Organic/Direct,18-22
656,442,3,1,1299.0,1299.0,373,2026-04-08 16:52:00,COD,Delivered,REF10,10,449.7,0,4497.0,4047.3,0,Terry Oversized Tee,Noir,Tee,1299,650.0,2026-04-08,Delhi,Organic/Direct,18-22
657,443,9,1,999.0,999.0,374,2026-04-08 20:20:00,COD,Returned,LAUNCH15,15,149.85,49,999.0,898.15,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-04-08,Nagpur,Instagram Ads,23-27
658,444,9,1,999.0,999.0,375,2026-04-08 13:54:00,COD,RTO,NONE,0,0.0,49,999.0,1048.0,1,Terry Shorts,Blanc,Bottoms,999,500.0,2026-04-08,Nagpur,Organic/Direct,18-22
659,445,12,1,3499.0,3499.0,273,2026-04-09 18:03:00,COD,Returned,REF10,10,699.7,0,6997.0,6297.3,0,Full Fit Combo,Noir,Combo,3499,1715.0,2026-02-02,Pune,Instagram Ads,23-27
660,445,4,1,1199.0,1199.0,273,2026-04-09 18:03:00,COD,Returned,REF10,10,699.7,0,6997.0,6297.3,0,Acid Wash Tee,Noir,Tee,1199,576.0,2026-02-02,Pune,Instagram Ads,23-27
661,445,11,1,2299.0,2299.0,273,2026-04-09 18:03:00,COD,Returned,REF10,10,699.7,0,6997.0,6297.3,0,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2026-02-02,Pune,Instagram Ads,23-27
662,446,9,1,999.0,999.0,355,2026-04-09 10:35:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-03-28,Nashik,Influencer,23-27
663,447,1,1,999.0,999.0,376,2026-04-10 16:05:00,COD,Delivered,NONE,0,0.0,0,3198.0,3198.0,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-04-10,Nagpur,Google Ads,18-22
664,447,10,1,2199.0,2199.0,376,2026-04-10 16:05:00,COD,Delivered,NONE,0,0.0,0,3198.0,3198.0,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-04-10,Nagpur,Google Ads,18-22
665,448,1,1,999.0,999.0,202,2026-04-10 13:11:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2025-12-31,Ahmedabad,Google Ads,23-27
666,449,11,1,2299.0,2299.0,21,2026-04-11 17:03:00,COD,Delivered,NONE,0,0.0,0,2299.0,2299.0,0,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2025-09-26,Ahmedabad,Instagram Ads,18-22
667,450,6,1,1599.0,1599.0,377,2026-04-11 16:19:00,COD,Delivered,WELCOME10,10,309.8,0,3098.0,2788.2,0,Oversized Shirt,Noir,Shirt,1599,752.0,2026-04-11,Nagpur,Influencer,23-27
668,450,7,1,1499.0,1499.0,377,2026-04-11 16:19:00,COD,Delivered,WELCOME10,10,309.8,0,3098.0,2788.2,0,Sweatpants,Noir,Bottoms,1499,735.0,2026-04-11,Nagpur,Influencer,23-27
669,451,1,1,999.0,999.0,378,2026-04-11 18:46:00,Prepaid,Delivered,NONE,0,0.0,0,999.0,999.0,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-04-11,Nagpur,Instagram Ads,35+
670,452,11,1,2299.0,2299.0,379,2026-04-11 20:15:00,COD,RTO,REF10,10,229.9,0,2299.0,2069.1,1,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2026-04-11,Ahmedabad,Instagram Ads,18-22
671,453,2,1,999.0,999.0,380,2026-04-11 23:00:00,COD,Delivered,NONE,0,0.0,0,4498.0,4498.0,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2026-04-11,Nashik,Influencer,18-22
672,453,12,1,3499.0,3499.0,380,2026-04-11 23:00:00,COD,Delivered,NONE,0,0.0,0,4498.0,4498.0,0,Full Fit Combo,Noir,Combo,3499,1715.0,2026-04-11,Nashik,Influencer,18-22
673,454,10,2,2199.0,4398.0,381,2026-04-11 18:22:00,COD,RTO,LAUNCH15,15,1064.4,0,7096.0,6031.6,1,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-04-11,Pune,Influencer,28-34
674,454,4,1,1199.0,1199.0,381,2026-04-11 18:22:00,COD,RTO,LAUNCH15,15,1064.4,0,7096.0,6031.6,1,Acid Wash Tee,Noir,Tee,1199,576.0,2026-04-11,Pune,Influencer,28-34
675,454,7,1,1499.0,1499.0,381,2026-04-11 18:22:00,COD,RTO,LAUNCH15,15,1064.4,0,7096.0,6031.6,1,Sweatpants,Noir,Bottoms,1499,735.0,2026-04-11,Pune,Influencer,28-34
676,455,6,1,1599.0,1599.0,382,2026-04-12 18:17:00,COD,Delivered,LAUNCH15,15,419.7,0,2798.0,2378.3,0,Oversized Shirt,Noir,Shirt,1599,752.0,2026-04-12,Hyderabad,Organic/Direct,28-34
677,455,4,1,1199.0,1199.0,382,2026-04-12 18:17:00,COD,Delivered,LAUNCH15,15,419.7,0,2798.0,2378.3,0,Acid Wash Tee,Noir,Tee,1199,576.0,2026-04-12,Hyderabad,Organic/Direct,28-34
678,456,5,1,1099.0,1099.0,383,2026-04-12 15:54:00,COD,Delivered,NONE,0,0.0,0,2698.0,2698.0,0,Men's Polo,Blanc,Polo,1099,550.0,2026-04-12,Nagpur,Influencer,18-22
679,456,6,1,1599.0,1599.0,383,2026-04-12 15:54:00,COD,Delivered,NONE,0,0.0,0,2698.0,2698.0,0,Oversized Shirt,Noir,Shirt,1599,752.0,2026-04-12,Nagpur,Influencer,18-22
680,457,11,1,2299.0,2299.0,262,2026-04-12 23:39:00,Prepaid,Delivered,NONE,0,0.0,0,2299.0,2299.0,0,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2026-01-29,Indore,Influencer,23-27
681,458,2,2,999.0,1998.0,384,2026-04-13 19:57:00,COD,Delivered,NONE,0,0.0,0,3497.0,3497.0,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2026-04-13,Pune,Google Ads,18-22
682,458,7,1,1499.0,1499.0,384,2026-04-13 19:57:00,COD,Delivered,NONE,0,0.0,0,3497.0,3497.0,0,Sweatpants,Noir,Bottoms,1499,735.0,2026-04-13,Pune,Google Ads,18-22
683,459,1,1,999.0,999.0,385,2026-04-13 19:26:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-04-13,Nagpur,Influencer,35+
684,460,4,1,1199.0,1199.0,386,2026-04-13 12:16:00,COD,Delivered,NONE,0,0.0,0,2798.0,2798.0,0,Acid Wash Tee,Noir,Tee,1199,576.0,2026-04-13,Jaipur,Influencer,23-27
685,460,6,1,1599.0,1599.0,386,2026-04-13 12:16:00,COD,Delivered,NONE,0,0.0,0,2798.0,2798.0,0,Oversized Shirt,Noir,Shirt,1599,752.0,2026-04-13,Jaipur,Influencer,23-27
686,461,4,1,1199.0,1199.0,387,2026-04-13 11:03:00,Prepaid,Delivered,NONE,0,0.0,0,1199.0,1199.0,0,Acid Wash Tee,Noir,Tee,1199,576.0,2026-04-13,Ahmedabad,Organic/Direct,23-27
687,462,1,1,999.0,999.0,11,2026-04-14 08:45:00,COD,Returned,NONE,0,0.0,49,999.0,1048.0,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2025-09-12,Mumbai,Organic/Direct,28-34
688,463,4,1,1199.0,1199.0,388,2026-04-16 16:26:00,COD,Delivered,NONE,0,0.0,0,3197.0,3197.0,0,Acid Wash Tee,Noir,Tee,1199,576.0,2026-04-16,Hyderabad,Instagram Ads,23-27
689,463,9,2,999.0,1998.0,388,2026-04-16 16:26:00,COD,Delivered,NONE,0,0.0,0,3197.0,3197.0,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-04-16,Hyderabad,Instagram Ads,23-27
690,464,8,1,699.0,699.0,389,2026-04-16 12:48:00,COD,Delivered,NONE,0,0.0,49,699.0,748.0,0,Baseball Cap,Blanc,Accessory,699,384.0,2026-04-16,Kolkata,Referral,18-22
691,465,6,1,1599.0,1599.0,390,2026-04-16 17:38:00,COD,RTO,NONE,0,0.0,0,3597.0,3597.0,1,Oversized Shirt,Noir,Shirt,1599,752.0,2026-04-16,Delhi,Instagram Ads,28-34
692,465,9,2,999.0,1998.0,390,2026-04-16 17:38:00,COD,RTO,NONE,0,0.0,0,3597.0,3597.0,1,Terry Shorts,Blanc,Bottoms,999,500.0,2026-04-16,Delhi,Instagram Ads,28-34
693,466,9,1,999.0,999.0,391,2026-04-16 11:33:00,COD,Delivered,NONE,0,0.0,0,1698.0,1698.0,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-04-16,Jaipur,Influencer,35+
694,466,8,1,699.0,699.0,391,2026-04-16 11:33:00,COD,Delivered,NONE,0,0.0,0,1698.0,1698.0,0,Baseball Cap,Blanc,Accessory,699,384.0,2026-04-16,Jaipur,Influencer,35+
695,467,8,1,699.0,699.0,392,2026-04-17 12:11:00,COD,Delivered,NONE,0,0.0,0,3297.0,3297.0,0,Baseball Cap,Blanc,Accessory,699,384.0,2026-04-17,Delhi,Referral,23-27
696,467,6,1,1599.0,1599.0,392,2026-04-17 12:11:00,COD,Delivered,NONE,0,0.0,0,3297.0,3297.0,0,Oversized Shirt,Noir,Shirt,1599,752.0,2026-04-17,Delhi,Referral,23-27
697,467,1,1,999.0,999.0,392,2026-04-17 12:11:00,COD,Delivered,NONE,0,0.0,0,3297.0,3297.0,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-04-17,Delhi,Referral,23-27
698,468,12,1,3499.0,3499.0,176,2026-04-18 12:03:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0,0,Full Fit Combo,Noir,Combo,3499,1715.0,2025-12-22,Nagpur,Instagram Ads,18-22
699,469,12,1,3499.0,3499.0,393,2026-04-19 21:06:00,COD,Returned,NONE,0,0.0,0,5798.0,5798.0,0,Full Fit Combo,Noir,Combo,3499,1715.0,2026-04-19,Delhi,Instagram Ads,35+
700,469,11,1,2299.0,2299.0,393,2026-04-19 21:06:00,COD,Returned,NONE,0,0.0,0,5798.0,5798.0,0,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2026-04-19,Delhi,Instagram Ads,35+
701,470,2,2,999.0,1998.0,46,2026-04-19 23:37:00,COD,Returned,NONE,0,0.0,0,1998.0,1998.0,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-10-17,Pune,Referral,28-34
702,471,1,1,999.0,999.0,394,2026-04-21 17:58:00,Prepaid,RTO,NONE,0,0.0,0,999.0,999.0,1,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-04-21,Mumbai,Organic/Direct,18-22
703,472,12,1,3499.0,3499.0,395,2026-04-21 10:13:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0,0,Full Fit Combo,Noir,Combo,3499,1715.0,2026-04-21,Indore,Referral,23-27
704,473,9,1,999.0,999.0,396,2026-04-22 14:50:00,COD,Delivered,NONE,0,0.0,0,1698.0,1698.0,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-04-22,Lucknow,Influencer,23-27
705,473,8,1,699.0,699.0,396,2026-04-22 14:50:00,COD,Delivered,NONE,0,0.0,0,1698.0,1698.0,0,Baseball Cap,Blanc,Accessory,699,384.0,2026-04-22,Lucknow,Influencer,23-27
706,474,12,1,3499.0,3499.0,369,2026-04-22 08:22:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0,0,Full Fit Combo,Noir,Combo,3499,1715.0,2026-04-04,Nagpur,Instagram Ads,23-27
707,475,10,1,2199.0,2199.0,127,2026-04-22 17:12:00,COD,Delivered,NONE,0,0.0,0,3897.0,3897.0,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2025-11-27,Nashik,Organic/Direct,18-22
708,475,1,1,999.0,999.0,127,2026-04-22 17:12:00,COD,Delivered,NONE,0,0.0,0,3897.0,3897.0,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2025-11-27,Nashik,Organic/Direct,18-22
709,475,8,1,699.0,699.0,127,2026-04-22 17:12:00,COD,Delivered,NONE,0,0.0,0,3897.0,3897.0,0,Baseball Cap,Blanc,Accessory,699,384.0,2025-11-27,Nashik,Organic/Direct,18-22
710,476,2,1,999.0,999.0,397,2026-04-22 14:47:00,COD,Delivered,WELCOME10,10,99.9,49,999.0,948.1,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2026-04-22,Nagpur,Instagram Ads,28-34
711,477,4,2,1199.0,2398.0,77,2026-04-23 13:19:00,COD,Delivered,NONE,0,0.0,0,2398.0,2398.0,0,Acid Wash Tee,Noir,Tee,1199,576.0,2025-11-02,Mumbai,Referral,23-27
712,478,2,1,999.0,999.0,103,2026-04-23 13:58:00,COD,Delivered,LAUNCH15,15,149.85,49,999.0,898.15,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-11-13,Delhi,Referral,18-22
713,479,6,1,1599.0,1599.0,398,2026-04-23 11:03:00,COD,RTO,NONE,0,0.0,0,1599.0,1599.0,1,Oversized Shirt,Noir,Shirt,1599,752.0,2026-04-23,Delhi,Instagram Ads,23-27
714,480,1,1,999.0,999.0,399,2026-04-23 20:32:00,COD,Delivered,REF10,10,169.8,0,1698.0,1528.2,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-04-23,Kolkata,Instagram Ads,18-22
715,480,8,1,699.0,699.0,399,2026-04-23 20:32:00,COD,Delivered,REF10,10,169.8,0,1698.0,1528.2,0,Baseball Cap,Blanc,Accessory,699,384.0,2026-04-23,Kolkata,Instagram Ads,18-22
716,481,6,2,1599.0,3198.0,400,2026-04-24 20:17:00,COD,RTO,NONE,0,0.0,0,6196.0,6196.0,1,Oversized Shirt,Noir,Shirt,1599,752.0,2026-04-24,Nagpur,Organic/Direct,35+
717,481,8,1,699.0,699.0,400,2026-04-24 20:17:00,COD,RTO,NONE,0,0.0,0,6196.0,6196.0,1,Baseball Cap,Blanc,Accessory,699,384.0,2026-04-24,Nagpur,Organic/Direct,35+
718,481,11,1,2299.0,2299.0,400,2026-04-24 20:17:00,COD,RTO,NONE,0,0.0,0,6196.0,6196.0,1,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2026-04-24,Nagpur,Organic/Direct,35+
719,482,1,1,999.0,999.0,401,2026-04-24 11:12:00,COD,Delivered,NONE,0,0.0,0,6596.0,6596.0,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-04-24,Pune,Instagram Ads,23-27
720,482,9,1,999.0,999.0,401,2026-04-24 11:12:00,COD,Delivered,NONE,0,0.0,0,6596.0,6596.0,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-04-24,Pune,Instagram Ads,23-27
721,482,11,2,2299.0,4598.0,401,2026-04-24 11:12:00,COD,Delivered,NONE,0,0.0,0,6596.0,6596.0,0,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2026-04-24,Pune,Instagram Ads,23-27
722,483,2,1,999.0,999.0,402,2026-04-24 12:30:00,COD,Delivered,FESTIVE20,20,399.6,0,1998.0,1598.4,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2026-04-24,Delhi,Instagram Ads,28-34
723,483,1,1,999.0,999.0,402,2026-04-24 12:30:00,COD,Delivered,FESTIVE20,20,399.6,0,1998.0,1598.4,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-04-24,Delhi,Instagram Ads,28-34
724,484,4,1,1199.0,1199.0,403,2026-04-24 10:26:00,COD,Delivered,REF10,10,119.9,49,1199.0,1128.1,0,Acid Wash Tee,Noir,Tee,1199,576.0,2026-04-24,Nagpur,Influencer,23-27
725,485,4,1,1199.0,1199.0,404,2026-04-25 17:41:00,Prepaid,Delivered,NONE,0,0.0,0,1199.0,1199.0,0,Acid Wash Tee,Noir,Tee,1199,576.0,2026-04-25,Bengaluru,Referral,35+
726,486,10,2,2199.0,4398.0,203,2026-04-26 09:10:00,COD,Delivered,NONE,0,0.0,0,5397.0,5397.0,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2025-12-31,Nagpur,Influencer,28-34
